locality,property_type,bhk,bathrooms,area_sqft,age_years,floor_number,furnishing,has_parking,price,locality_enc,prop_type_enc
Mohanpura,Apartment,3,2,1165,3,12,1,0,5876000,33,0
Mohanpura,Apartment,2,2,877,15,13,0,0,3929000,33,0
Mohanpura,Plot,2,2,855,7,0,0,1,3251000,33,1
Mohanpura,Plot,3,3,1625,12,0,2,1,5967000,33,1
Mohanpura,Plot,1,1,749,5,0,0,1,3029000,33,1
Mohanpura,Plot,4,3,2269,10,0,2,1,8959000,33,1
Mohanpura,Plot,4,3,2162,3,0,1,1,8772000,33,1
Mohanpura,Plot,3,3,2183,1,0,2,1,8642000,33,1
Mohanpura,Plot,2,2,1335,5,0,0,1,4734000,33,1
Mohanpura,Plot,3,3,1485,4,0,2,1,6307000,33,1
Mohanpura,Plot,3,3,1624,5,0,2,1,6633000,33,1
Mohanpura,Plot,2,2,1197,7,0,2,1,4980000,33,1
Mohanpura,Plot,2,2,1367,3,0,1,1,5554000,33,1
Mohanpura,Plot,1,1,678,5,0,1,1,3063000,33,1
Muhana,Plot,2,2,860,5,0,0,1,2700000,34,1
Muhana,Plot,2,2,961,4,0,1,1,3239000,34,1
Muhana,Plot,3,2,1807,7,0,0,1,5820000,34,1
Muhana,Plot,3,2,2072,7,0,0,1,6204000,34,1
Muhana,Plot,3,2,1410,4,0,1,1,4728000,34,1
Muhana,Plot,4,3,3042,15,0,0,1,9357000,34,1
Muhana,Plot,4,4,2647,20,0,1,1,8411000,34,1
Muhana,Plot,3,2,1612,2,0,2,1,5376000,34,1
Muhana,Plot,4,3,3137,7,0,2,1,9928000,34,1
Muhana,Plot,3,3,1717,4,0,0,1,5596000,34,1
Muhana,Plot,3,3,2116,4,0,0,1,6475000,34,1
Muhana,Plot,3,2,1915,6,0,1,1,6062000,34,1
Muhana,Apartment,4,4,1683,2,13,1,1,4931000,34,0
Muhana,Apartment,3,2,1550,7,5,0,1,3656000,34,0
Muhana,Apartment,4,3,1936,6,10,0,0,4596000,34,0
Muhana,Apartment,3,3,1178,10,15,1,1,3387000,34,0
Muhana,Apartment,2,2,986,1,1,2,1,3189000,34,0
Muhana,Apartment,4,4,1551,1,0,0,1,4390000,34,0
Muhana,Apartment,4,4,1481,2,13,2,0,4565000,34,0
Muhana,Apartment,1,1,428,5,11,0,0,1114000,34,0
Muhana,Apartment,4,4,2128,7,13,2,1,5507000,34,0
Muhana,Apartment,4,3,1672,3,11,2,0,4739000,34,0
Muhana,Apartment,3,3,1516,10,7,2,0,4463000,34,0
Muhana,Apartment,4,4,1588,8,0,0,1,4128000,34,0
Murlipura,Apartment,3,3,1391,6,6,1,1,6484000,35,0
Murlipura,Apartment,3,3,1039,6,0,1,0,4251000,35,0
Murlipura,Apartment,2,2,1085,5,9,2,1,5491000,35,0
Murlipura,Apartment,3,3,1539,3,1,1,0,6735000,35,0
Murlipura,Apartment,3,2,1527,1,6,0,0,6796000,35,0
Murlipura,Apartment,2,2,836,15,6,1,1,3941000,35,0
Murlipura,Apartment,5,4,2783,3,11,1,1,13097000,35,0
Murlipura,Apartment,3,3,1000,2,15,2,1,4947000,35,0
Murlipura,Apartment,4,3,2018,1,6,2,0,8782000,35,0
Murlipura,Apartment,3,3,1242,1,2,0,0,5303000,35,0
Murlipura,Apartment,1,1,498,10,5,2,1,2738000,35,0
Murlipura,Apartment,3,2,1313,1,1,0,1,5833000,35,0
Murlipura,Plot,2,1,1315,2,0,1,1,8605000,35,1
Murlipura,Plot,3,3,1841,2,0,1,1,11755000,35,1
Murlipura,Plot,2,2,1106,5,0,0,1,7999000,35,1
Murlipura,Plot,3,3,1508,8,0,2,1,9213000,35,1
Murlipura,Plot,2,2,1276,4,0,1,1,7516000,35,1
Murlipura,Plot,3,2,1505,1,0,2,1,9684000,35,1
Murlipura,Plot,3,2,1328,8,0,2,1,7801000,35,1
Murlipura,Plot,4,4,2177,1,0,1,1,13601000,35,1
Murlipura,Plot,3,3,1465,7,0,1,1,8645000,35,1
Murlipura,Plot,3,3,1642,10,0,2,1,10768000,35,1
Murlipura,Plot,4,4,3121,2,0,1,1,19752000,35,1
Murlipura,Plot,3,3,1990,1,0,0,1,12455000,35,1
Narayan Vihar,Plot,3,2,1998,1,0,1,1,14696000,36,1
Narayan Vihar,Plot,3,3,1795,5,0,1,1,13187000,36,1
Narayan Vihar,Plot,3,3,1965,3,0,0,1,14133000,36,1
Narayan Vihar,Plot,5,4,2993,20,0,2,1,19819000,36,1
Narayan Vihar,Plot,2,1,1400,3,0,1,1,10089000,36,1
Narayan Vihar,Plot,2,2,939,15,0,0,1,6558000,36,1
Narayan Vihar,Plot,2,1,911,6,0,1,1,6586000,36,1
Narayan Vihar,Plot,3,2,1897,5,0,0,1,13437000,36,1
Narayan Vihar,Plot,4,4,2393,4,0,1,1,17377000,36,1
Narayan Vihar,Plot,1,1,753,8,0,1,1,6017000,36,1
Narayan Vihar,Plot,3,2,1658,12,0,1,1,12622000,36,1
Narayan Vihar,Plot,3,2,1974,8,0,1,1,14190000,36,1
Narayan Vihar,Apartment,3,2,1526,2,11,1,0,7881000,36,0
Narayan Vihar,Apartment,2,2,868,10,12,0,1,3998000,36,0
Narayan Vihar,Apartment,4,4,1467,10,14,0,0,7794000,36,0
Narayan Vihar,Apartment,4,4,2131,5,4,2,1,11024000,36,0
Narayan Vihar,Apartment,4,3,1596,20,1,2,1,7369000,36,0
Narayan Vihar,Apartment,5,4,2835,7,6,1,1,15492000,36,0
Narayan Vihar,Apartment,4,3,1985,1,14,1,0,9860000,36,0
Narayan Vihar,Apartment,2,1,653,15,15,1,0,3209000,36,0
Narayan Vihar,Apartment,3,2,1369,7,8,2,1,7813000,36,0
Narayan Vihar,Apartment,3,3,1374,2,1,1,1,7014000,36,0
Narayan Vihar,Apartment,1,1,418,3,0,0,1,2149000,36,0
Narayan Vihar,Apartment,3,2,1119,7,9,1,1,5898000,36,0
Nirman Nagar,Apartment,3,2,1382,3,3,1,1,11441000,37,0
Nirman Nagar,Apartment,1,1,517,3,10,1,1,4629000,37,0
Nirman Nagar,Apartment,3,3,1029,5,12,2,1,7560000,37,0
Nirman Nagar,Apartment,5,5,3237,7,1,2,0,23834000,37,0
Nirman Nagar,Apartment,1,1,545,12,14,0,1,4082000,37,0
Nirman Nagar,Apartment,3,3,986,12,13,1,1,7130000,37,0
Nirman Nagar,Apartment,3,3,1417,10,12,0,0,10426000,37,0
Nirman Nagar,Apartment,4,3,1454,20,9,1,0,9955000,37,0
Nirman Nagar,Apartment,3,3,1471,8,11,1,0,11958000,37,0
Nirman Nagar,Apartment,1,1,494,8,8,0,1,4019000,37,0
Nirman Nagar,Apartment,5,5,3194,1,3,1,0,26302000,37,0
Nirman Nagar,Apartment,4,3,1777,3,14,2,0,15873000,37,0
Nirman Nagar,Plot,3,3,1732,15,0,0,1,21260000,37,1
Nirman Nagar,Plot,2,1,955,3,0,1,1,14962000,37,1
Nirman Nagar,Plot,2,1,1404,10,0,1,1,20901000,37,1
Nirman Nagar,Plot,2,1,1122,8,0,1,1,16272000,37,1
Nirman Nagar,Plot,2,2,1235,1,0,2,1,19806000,37,1
Nirman Nagar,Plot,4,4,2648,7,0,2,1,35871000,37,1
Nirman Nagar,Plot,2,1,1353,20,0,1,1,19467000,37,1
Nirman Nagar,Plot,3,2,1218,8,0,2,1,18047000,37,1
Nirman Nagar,Plot,5,5,3904,12,0,0,1,63721000,37,1
Nirman Nagar,Plot,2,2,1106,1,0,0,1,16687000,37,1
Nirman Nagar,Plot,5,4,3579,2,0,2,1,52905000,37,1
Nirman Nagar,Plot,3,3,1451,3,0,0,1,20529000,37,1
Patrakar Colony,Plot,4,3,2594,4,0,2,1,18937000,38,1
Patrakar Colony,Plot,2,2,1178,1,0,1,1,8223000,38,1
Patrakar Colony,Plot,3,3,2079,20,0,1,1,14524000,38,1
Patrakar Colony,Plot,2,1,1383,6,0,1,1,9966000,38,1
Patrakar Colony,Plot,3,2,1707,5,0,1,1,11667000,38,1
Patrakar Colony,Plot,3,3,1793,3,0,1,1,12942000,38,1
Patrakar Colony,Plot,4,3,2759,5,0,1,1,18734000,38,1
Patrakar Colony,Plot,2,1,1477,1,0,2,1,10444000,38,1
Patrakar Colony,Plot,3,3,1896,1,0,2,1,13345000,38,1
Patrakar Colony,Plot,5,4,3385,5,0,1,1,22413000,38,1
Patrakar Colony,Plot,2,1,1117,1,0,2,1,8441000,38,1
Patrakar Colony,Plot,1,1,544,8,0,0,1,3758000,38,1
Patrakar Colony,Apartment,3,3,1275,10,1,1,0,5081000,38,0
Patrakar Colony,Apartment,1,1,442,4,6,0,1,2083000,38,0
Patrakar Colony,Apartment,2,2,737,3,5,2,1,3738000,38,0
Patrakar Colony,Apartment,2,1,653,12,2,2,0,2964000,38,0
Patrakar Colony,Apartment,1,1,640,3,11,1,0,2756000,38,0
Patrakar Colony,Apartment,2,2,986,8,8,2,1,4771000,38,0
Patrakar Colony,Apartment,2,2,671,3,6,2,1,3479000,38,0
Patrakar Colony,Apartment,3,2,1302,4,5,1,0,5435000,38,0
Patrakar Colony,Apartment,3,3,1466,5,13,2,1,6987000,38,0
Patrakar Colony,Apartment,1,1,424,5,12,1,0,2166000,38,0
Patrakar Colony,Apartment,3,2,1390,1,15,1,0,6103000,38,0
Patrakar Colony,Apartment,4,3,2041,12,3,0,1,8358000,38,0
Pratap Nagar,Apartment,4,3,2076,8,0,1,0,9234000,39,0
Pratap Nagar,Apartment,2,2,892,3,9,0,0,4131000,39,0
Pratap Nagar,Apartment,5,5,2086,2,5,1,1,11260000,39,0
Pratap Nagar,Apartment,2,2,974,7,4,0,1,4631000,39,0
Pratap Nagar,Apartment,3,2,1263,7,9,0,1,5781000,39,0
Pratap Nagar,Apartment,5,4,2737,20,15,1,0,11110000,39,0
Pratap Nagar,Apartment,4,4,1748,12,9,1,1,7786000,39,0
Pratap Nagar,Apartment,5,4,2096,20,10,1,0,8596000,39,0
Pratap Nagar,Apartment,5,4,3069,1,3,2,1,14307000,39,0
Pratap Nagar,Apartment,3,2,1564,8,10,1,0,7442000,39,0
Pratap Nagar,Apartment,3,2,1159,1,12,1,0,5411000,39,0
Pratap Nagar,Apartment,4,3,1409,3,3,1,0,5871000,39,0
Pratap Nagar,Plot,5,5,3488,20,0,1,1,22178000,39,1
Pratap Nagar,Plot,3,2,1435,1,0,1,1,9944000,39,1
Pratap Nagar,Plot,3,2,1456,1,0,0,1,9268000,39,1
Pratap Nagar,Plot,3,3,1348,12,0,1,1,8943000,39,1
Pratap Nagar,Plot,2,2,1157,10,0,2,1,8352000,39,1
Pratap Nagar,Plot,3,3,1399,15,0,2,1,8762000,39,1
Pratap Nagar,Plot,3,2,1463,10,0,1,1,10424000,39,1
Pratap Nagar,Plot,3,3,1593,6,0,0,1,10441000,39,1
Pratap Nagar,Plot,2,2,1348,1,0,1,1,8858000,39,1
Pratap Nagar,Plot,2,1,958,10,0,1,1,5902000,39,1
Pratap Nagar,Plot,2,1,1402,3,0,0,1,9242000,39,1
Pratap Nagar,Plot,3,3,1420,7,0,0,1,8719000,39,1
Raja Park,Apartment,2,1,707,2,8,2,0,5378000,40,0
Raja Park,Apartment,3,3,1074,10,12,1,0,7044000,40,0
Raja Park,Apartment,1,1,431,10,11,1,1,3218000,40,0
Raja Park,Apartment,1,1,600,15,3,2,0,4257000,40,0
Raja Park,Apartment,4,3,1730,2,15,1,1,12430000,40,0
Raja Park,Apartment,4,3,1939,3,7,0,0,13246000,40,0
Raja Park,Apartment,2,2,1049,6,1,1,0,7030000,40,0
Raja Park,Apartment,3,3,1343,1,1,0,1,8595000,40,0
Raja Park,Apartment,3,2,1264,5,11,0,1,8999000,40,0
Raja Park,Apartment,4,4,1854,3,3,1,1,12543000,40,0
Raja Park,Apartment,3,3,950,5,2,1,1,7199000,40,0
Raja Park,Apartment,2,2,671,5,12,0,0,4532000,40,0
Raja Park,Plot,2,2,1091,3,0,0,1,9598000,40,1
Raja Park,Plot,3,2,1583,1,0,0,1,14987000,40,1
Raja Park,Plot,1,1,584,4,0,1,1,5387000,40,1
Raja Park,Plot,3,3,1258,7,0,0,1,10189000,40,1
Raja Park,Plot,2,1,1313,1,0,2,1,11608000,40,1
Raja Park,Plot,3,2,1469,4,0,1,1,13506000,40,1
Raja Park,Plot,2,1,831,15,0,0,1,7141000,40,1
Raja Park,Plot,3,2,1857,3,0,2,1,15196000,40,1
Raja Park,Plot,2,1,942,3,0,2,1,9110000,40,1
Raja Park,Plot,2,1,971,12,0,2,1,7989000,40,1
Raja Park,Plot,3,3,1261,2,0,0,1,10704000,40,1
Raja Park,Plot,4,3,2784,10,0,0,1,23633000,40,1
Renwal Manji,Plot,3,3,1291,3,0,0,1,2688000,41,1
Renwal Manji,Plot,5,5,3855,8,0,1,1,8005000,41,1
Renwal Manji,Plot,2,1,1442,2,0,0,1,2878000,41,1
Renwal Manji,Plot,2,2,1099,2,0,0,1,2564000,41,1
Renwal Manji,Plot,1,1,796,7,0,1,1,1918000,41,1
Renwal Manji,Plot,4,4,1857,1,0,1,1,4208000,41,1
Renwal Manji,Plot,2,2,961,7,0,0,1,1902000,41,1
Renwal Manji,Plot,1,1,812,10,0,1,1,1990000,41,1
Renwal Manji,Plot,3,3,2016,12,0,1,1,4312000,41,1
Renwal Manji,Plot,2,2,899,1,0,0,1,1954000,41,1
Renwal Manji,Plot,2,2,1425,4,0,0,1,2819000,41,1
Renwal Manji,Plot,5,5,3080,7,0,1,1,6397000,41,1
Renwal Manji,Apartment,2,1,864,15,15,1,1,1733000,41,0
Renwal Manji,Apartment,3,3,1118,2,4,1,0,2059000,41,0
Renwal Manji,Apartment,4,3,1937,2,7,0,1,3448000,41,0
Renwal Manji,Apartment,2,2,918,1,10,1,0,1857000,41,0
Renwal Manji,Apartment,2,2,935,15,12,2,1,2280000,41,0
Renwal Manji,Apartment,4,3,1957,12,9,1,0,3236000,41,0
Renwal Manji,Apartment,3,3,1395,3,5,2,1,3064000,41,0
Renwal Manji,Apartment,3,2,1512,2,6,0,0,2587000,41,0
Renwal Manji,Apartment,3,3,1343,8,10,0,1,2361000,41,0
Renwal Manji,Apartment,4,3,2158,3,0,1,1,3840000,41,0
Renwal Manji,Apartment,2,1,782,20,8,1,0,1435000,41,0
Renwal Manji,Apartment,4,4,1732,5,4,0,1,3259000,41,0
Ring Road,Plot,3,2,1555,20,0,2,1,7618000,42,1
Ring Road,Plot,3,2,1753,15,0,1,1,8333000,42,1
Ring Road,Plot,5,5,4911,3,0,0,1,25671000,42,1
Ring Road,Plot,2,2,994,7,0,1,1,5354000,42,1
Ring Road,Plot,1,1,822,7,0,2,1,4758000,42,1
Ring Road,Plot,3,3,1561,2,0,1,1,8342000,42,1
Ring Road,Plot,3,3,1628,7,0,1,1,8087000,42,1
Ring Road,Plot,4,3,2981,2,0,2,1,15855000,42,1
Ring Road,Plot,1,1,715,20,0,0,1,3547000,42,1
Ring Road,Plot,5,5,3670,6,0,1,1,18133000,42,1
Ring Road,Plot,3,3,2060,8,0,2,1,10670000,42,1
Ring Road,Plot,4,3,2253,3,0,2,1,12878000,42,1
Ring Road,Apartment,2,1,662,2,15,0,0,2744000,42,0
Ring Road,Apartment,3,3,1154,1,5,2,0,5342000,42,0
Ring Road,Apartment,3,3,1421,8,0,0,1,5452000,42,0
Ring Road,Apartment,3,3,1500,20,15,0,1,5974000,42,0
Ring Road,Apartment,4,4,2048,1,6,0,0,9237000,42,0
Ring Road,Apartment,2,2,968,3,15,1,1,4390000,42,0
Ring Road,Apartment,2,1,912,4,4,0,1,4011000,42,0
Ring Road,Apartment,4,3,2181,6,0,2,0,8625000,42,0
Ring Road,Apartment,3,2,1135,5,3,1,0,5054000,42,0
Ring Road,Apartment,3,2,1437,4,0,2,1,6153000,42,0
Ring Road,Apartment,4,4,1725,10,4,1,0,7065000,42,0
Ring Road,Apartment,2,2,871,3,15,1,0,3858000,42,0
Sanganer,Apartment,2,2,661,3,4,2,1,3395000,43,0
Sanganer,Apartment,3,3,1353,8,8,1,0,5852000,43,0
Sanganer,Apartment,3,3,1052,3,0,2,0,4689000,43,0
Sanganer,Apartment,4,4,1905,12,13,2,0,9678000,43,0
Sanganer,Apartment,2,2,934,2,0,1,1,4705000,43,0
Sanganer,Apartment,2,2,765,6,1,2,0,3831000,43,0
Sanganer,Apartment,3,2,1131,7,2,0,1,5323000,43,0
Sanganer,Apartment,4,3,1499,8,2,0,0,6300000,43,0
Sanganer,Apartment,3,3,1412,12,10,0,1,6135000,43,0
Sanganer,Apartment,5,4,2058,10,10,1,1,8848000,43,0
Sanganer,Apartment,4,4,1538,10,6,0,1,6988000,43,0
Sanganer,Apartment,2,1,1072,1,11,1,0,4832000,43,0
Sanganer,Plot,4,4,2838,2,0,2,1,9150000,43,1
Sanganer,Plot,1,1,508,2,0,1,1,1874000,43,1
Sanganer,Plot,2,1,1042,3,0,1,1,3875000,43,1
Sanganer,Plot,3,2,1811,6,0,1,1,5963000,43,1
Sanganer,Plot,3,3,2048,5,0,0,1,5928000,43,1
Sanganer,Plot,2,2,1028,1,0,0,1,3350000,43,1
Sanganer,Plot,5,5,4538,7,0,0,1,13008000,43,1
Sanganer,Plot,1,1,879,1,0,2,1,3250000,43,1
Sanganer,Plot,3,2,1874,8,0,2,1,5722000,43,1
Sanganer,Plot,1,1,605,12,0,1,1,1935000,43,1
Sanganer,Plot,3,3,1460,1,0,0,1,4179000,43,1
Sanganer,Plot,2,2,806,8,0,0,1,2332000,43,1
Shivdaspura,Plot,3,3,1710,7,0,0,1,5649000,44,1
Shivdaspura,Plot,3,2,1941,15,0,1,1,6296000,44,1
Shivdaspura,Plot,3,2,1449,10,0,1,1,4572000,44,1
Shivdaspura,Plot,3,3,1654,1,0,1,1,5433000,44,1
Shivdaspura,Plot,3,3,1314,6,0,0,1,4642000,44,1
Shivdaspura,Plot,2,1,1338,1,0,1,1,4793000,44,1
Shivdaspura,Plot,1,1,783,7,0,2,1,3120000,44,1
Shivdaspura,Plot,3,3,2068,20,0,2,1,7344000,44,1
Shivdaspura,Plot,1,1,761,1,0,1,1,2885000,44,1
Shivdaspura,Plot,3,2,1548,6,0,1,1,5487000,44,1
Shivdaspura,Plot,4,3,2243,6,0,2,1,7956000,44,1
Shivdaspura,Plot,4,4,2034,4,0,1,1,7407000,44,1
Shivdaspura,Apartment,4,3,2175,20,1,1,0,5810000,44,0
Shivdaspura,Apartment,3,2,1251,1,15,1,0,3582000,44,0
Shivdaspura,Apartment,4,4,1437,6,4,1,1,4506000,44,0
Shivdaspura,Apartment,3,2,1257,8,12,0,1,3617000,44,0
Shivdaspura,Apartment,3,2,1354,3,4,0,1,4464000,44,0
Shivdaspura,Apartment,3,2,1251,5,8,2,0,3994000,44,0
Shivdaspura,Apartment,3,2,1126,20,13,1,0,3182000,44,0
Shivdaspura,Apartment,2,1,705,8,12,0,1,2016000,44,0
Shivdaspura,Apartment,3,2,1364,7,6,1,1,4390000,44,0
Shivdaspura,Apartment,1,1,356,1,6,2,1,1648000,44,0
Shivdaspura,Apartment,3,3,1406,5,12,1,0,4498000,44,0
Shivdaspura,Apartment,2,2,1093,4,14,1,0,3395000,44,0
Shyam Nagar,Apartment,4,3,1756,3,7,1,1,17616000,45,0
Shyam Nagar,Apartment,3,2,1189,1,5,1,1,11325000,45,0
Shyam Nagar,Apartment,1,1,448,12,6,1,0,3830000,45,0
Shyam Nagar,Apartment,3,2,1331,7,3,2,1,12628000,45,0
Shyam Nagar,Apartment,5,5,3261,5,15,1,1,32531000,45,0
Shyam Nagar,Apartment,4,4,1513,12,0,1,1,11320000,45,0
Shyam Nagar,Apartment,1,1,387,5,8,1,0,3528000,45,0
Shyam Nagar,Apartment,2,2,1072,4,11,2,0,9764000,45,0
Shyam Nagar,Apartment,4,4,1917,20,10,0,1,14978000,45,0
Shyam Nagar,Apartment,4,4,2055,8,15,1,1,18849000,45,0
Shyam Nagar,Apartment,4,3,1793,12,11,0,1,14604000,45,0
Shyam Nagar,Apartment,5,4,2220,5,13,1,1,22050000,45,0
Shyam Nagar,Plot,3,2,1533,6,0,1,1,25318000,45,1
Shyam Nagar,Plot,2,2,833,1,0,0,1,16186000,45,1
Shyam Nagar,Plot,2,1,1357,6,0,0,1,22982000,45,1
Shyam Nagar,Plot,3,2,1243,7,0,2,1,21847000,45,1
Shyam Nagar,Plot,2,1,1311,1,0,1,1,22277000,45,1
Shyam Nagar,Plot,3,3,2037,20,0,1,1,35173000,45,1
Shyam Nagar,Plot,4,3,3480,1,0,1,1,63677000,45,1
Shyam Nagar,Plot,3,3,1519,1,0,0,1,28614000,45,1
Shyam Nagar,Plot,2,1,1491,4,0,1,1,25857000,45,1
Shyam Nagar,Plot,3,2,2022,2,0,2,1,35623000,45,1
Shyam Nagar,Plot,4,3,2110,1,0,0,1,37288000,45,1
Shyam Nagar,Plot,5,5,4858,1,0,1,1,87225000,45,1
Siddharth Nagar,Apartment,4,4,1840,3,2,1,0,27989000,46,0
Siddharth Nagar,Apartment,4,3,2070,12,13,2,1,31205000,46,0
Siddharth Nagar,Apartment,5,4,2074,8,3,0,1,29168000,46,0
Siddharth Nagar,Apartment,4,3,1696,12,7,1,1,25714000,46,0
Siddharth Nagar,Apartment,4,4,1725,5,10,1,0,26444000,46,0
Siddharth Nagar,Apartment,5,4,2797,5,8,1,0,40592000,46,0
Siddharth Nagar,Apartment,2,2,659,5,0,1,0,9002000,46,0
Siddharth Nagar,Apartment,1,1,636,4,6,0,1,9262000,46,0
Siddharth Nagar,Apartment,4,3,2056,3,8,1,1,32009000,46,0
Siddharth Nagar,Apartment,2,2,767,4,8,1,0,11360000,46,0
Siddharth Nagar,Apartment,3,3,1005,12,4,2,1,14476000,46,0
Siddharth Nagar,Apartment,4,4,1786,12,0,2,1,24020000,46,0
Siddharth Nagar,Plot,3,2,1861,4,0,1,1,18364000,46,1
Siddharth Nagar,Plot,3,2,2045,3,0,1,1,20357000,46,1
Siddharth Nagar,Plot,3,3,2194,3,0,0,1,22914000,46,1
Siddharth Nagar,Plot,3,2,1540,6,0,1,1,16094000,46,1
Siddharth Nagar,Plot,3,3,1937,1,0,0,1,20242000,46,1
Siddharth Nagar,Plot,2,2,954,8,0,0,1,9887000,46,1
Siddharth Nagar,Plot,3,2,1633,8,0,0,1,15493000,46,1
Siddharth Nagar,Plot,2,1,1052,7,0,2,1,11024000,46,1
Siddharth Nagar,Plot,4,4,2347,3,0,0,1,26302000,46,1
Siddharth Nagar,Plot,3,2,1763,6,0,2,1,18883000,46,1
Siddharth Nagar,Plot,3,2,1863,5,0,1,1,19165000,46,1
Siddharth Nagar,Plot,4,3,2610,5,0,2,1,25964000,46,1
Sikar Road,Apartment,3,3,1570,12,9,0,0,7207000,47,0
Sikar Road,Apartment,3,3,1566,2,7,1,0,8260000,47,0
Sikar Road,Apartment,2,1,743,2,10,1,1,4167000,47,0
Sikar Road,Apartment,4,4,1548,8,14,2,1,9056000,47,0
Sikar Road,Apartment,4,4,1781,4,13,2,0,9944000,47,0
Sikar Road,Apartment,3,2,1387,6,15,0,0,7673000,47,0
Sikar Road,Apartment,4,3,1562,3,4,1,1,8752000,47,0
Sikar Road,Apartment,2,2,787,10,13,1,1,4128000,47,0
Sikar Road,Apartment,2,2,1075,8,2,1,0,5098000,47,0
Sikar Road,Apartment,1,1,440,3,1,2,0,2564000,47,0
Sikar Road,Apartment,2,2,1005,3,12,0,0,5459000,47,0
Sikar Road,Apartment,4,4,2112,2,15,1,0,11777000,47,0
Sikar Road,Plot,2,1,1170,1,0,2,1,5753000,47,1
Sikar Road,Plot,4,4,3151,1,0,2,1,14088000,47,1
Sikar Road,Plot,3,3,1899,3,0,2,1,9065000,47,1
Sikar Road,Plot,3,3,2172,1,0,0,1,9262000,47,1
Sikar Road,Plot,2,1,1369,1,0,1,1,6500000,47,1
Sikar Road,Plot,4,3,2192,1,0,2,1,10536000,47,1
Sikar Road,Plot,3,2,1705,6,0,1,1,7572000,47,1
Sikar Road,Plot,4,3,2832,3,0,0,1,12267000,47,1
Sikar Road,Plot,3,2,2004,3,0,2,1,9739000,47,1
Sikar Road,Plot,3,3,1719,3,0,0,1,8698000,47,1
Sikar Road,Plot,4,4,3031,2,0,1,1,14147000,47,1
Sikar Road,Plot,2,1,1076,5,0,1,1,4627000,47,1
Sirsi Road,Plot,3,3,1542,15,0,2,1,7029000,48,1
Sirsi Road,Plot,3,3,2051,4,0,1,1,10892000,48,1
Sirsi Road,Plot,2,1,1339,20,0,1,1,7032000,48,1
Sirsi Road,Plot,3,2,1516,4,0,2,1,8286000,48,1
Sirsi Road,Plot,5,5,3716,6,0,0,1,17780000,48,1
Sirsi Road,Plot,2,1,931,5,0,2,1,5368000,48,1
Sirsi Road,Plot,3,3,1414,10,0,2,1,7078000,48,1
Sirsi Road,Plot,2,1,800,4,0,2,1,4537000,48,1
Sirsi Road,Plot,3,3,2139,15,0,2,1,10079000,48,1
Sirsi Road,Plot,3,2,1498,20,0,2,1,7347000,48,1
Sirsi Road,Plot,3,2,1553,1,0,2,1,7923000,48,1
Sirsi Road,Plot,3,3,1525,1,0,0,1,7879000,48,1
Sirsi Road,Apartment,3,2,1224,10,0,0,0,4665000,48,0
Sirsi Road,Apartment,2,1,994,15,9,0,1,4626000,48,0
Sirsi Road,Apartment,3,2,1093,2,12,1,0,4757000,48,0
Sirsi Road,Apartment,4,4,1696,5,5,0,1,8165000,48,0
Sirsi Road,Apartment,2,2,754,1,9,1,0,3522000,48,0
Sirsi Road,Apartment,2,2,1099,7,8,2,1,5148000,48,0
Sirsi Road,Apartment,3,3,1367,5,14,2,1,6566000,48,0
Sirsi Road,Apartment,2,2,668,12,7,1,0,2773000,48,0
Sirsi Road,Apartment,1,1,577,10,2,1,1,2826000,48,0
Sirsi Road,Apartment,3,3,1597,7,11,1,0,7413000,48,0
Sirsi Road,Apartment,5,4,2212,12,11,1,0,10405000,48,0
Sirsi Road,Apartment,3,2,1359,3,12,1,1,6146000,48,0
Tilak Nagar,Apartment,1,1,426,1,11,2,1,4537000,49,0
Tilak Nagar,Apartment,4,4,1767,1,15,0,1,15609000,49,0
Tilak Nagar,Apartment,2,2,1095,12,15,2,0,10074000,49,0
Tilak Nagar,Apartment,3,2,1008,7,14,1,0,8881000,49,0
Tilak Nagar,Apartment,2,2,935,15,14,2,1,8534000,49,0
Tilak Nagar,Apartment,4,4,1862,5,3,0,1,16121000,49,0
Tilak Nagar,Apartment,3,2,1198,6,10,0,1,9968000,49,0
Tilak Nagar,Apartment,3,2,969,8,8,2,1,8640000,49,0
Tilak Nagar,Apartment,2,1,704,1,7,0,1,6319000,49,0
Tilak Nagar,Apartment,4,3,2121,4,1,2,0,18302000,49,0
Tilak Nagar,Apartment,3,2,1518,2,0,1,0,11835000,49,0
Tilak Nagar,Apartment,4,3,1475,7,4,0,1,11760000,49,0
Tilak Nagar,Plot,2,2,1441,8,0,0,1,28893000,49,1
Tilak Nagar,Plot,3,3,1251,3,0,1,1,25758000,49,1
Tilak Nagar,Plot,5,4,3452,6,0,1,1,72723000,49,1
Tilak Nagar,Plot,1,1,742,7,0,0,1,16224000,49,1
Tilak Nagar,Plot,3,3,1564,5,0,2,1,31677000,49,1
Tilak Nagar,Plot,3,3,1210,7,0,0,1,25368000,49,1
Tilak Nagar,Plot,1,1,854,8,0,0,1,17215000,49,1
Tilak Nagar,Plot,4,4,2416,15,0,1,1,45288000,49,1
Tilak Nagar,Plot,3,2,1343,10,0,0,1,25726000,49,1
Tilak Nagar,Plot,1,1,671,4,0,1,1,12436000,49,1
Tilak Nagar,Plot,3,3,2050,4,0,0,1,40906000,49,1
Tilak Nagar,Plot,3,2,1779,20,0,0,1,32695000,49,1
